timestep,demand_th,demand_el,pv,wind,temperature
463,0.1857637523,61120,0.00E+000,3.20E-001,3.6
464,0.1743855478,68225,0.00E+000,1.80E-001,3.7
465,0.1564204245,70518,1.57E-002,1.80E-001,4.1
466,0.1422724912,70103,8.19E-002,3.20E-001,4.7
467,0.1302206864,71179,2.10E-001,1.79E-001,5.5
468,0.1216831593,72009,2.06E-001,1.79E-001,6.1
469,0.1171427234,70971,1.07E-001,3.17E-001,6.9
470,0.1158653354,69452,3.47E-002,3.18E-001,7.2
471,0.1174421221,68096,1.82E-002,1.79E-001,7.4
472,0.1223781601,67289,1.16E-002,1.79E-001,7.6
473,0.1329216783,67797,0.00E+000,1.78E-001,7.4
474,0.1443507254,71366,0.00E+000,3.17E-001,7.2
475,0.1514068015,71186,0.00E+000,4.97E-001,7.5
476,0.1449937513,68354,0.00E+000,4.96E-001,7.3
477,0.1314085049,64330,0.00E+000,6.30E-001,8.2
478,0.1054664948,62694,0.00E+000,6.28E-001,8.6
479,0.0756623425,62658,0.00E+000,6.27E-001,8.7
480,0.0713281371,58997,0.00E+000,7.58E-001,8.5
481,0.0728340042,55662,0.00E+000,7.57E-001,8.0
482,0.075176995,53171,0.00E+000,8.38E-001,8.0
483,0.0795252088,51979,0.00E+000,6.23E-001,8.1
484,0.0925075248,51398,0.00E+000,6.24E-001,7.5
485,0.1257445746,51245,0.00E+000,4.90E-001,7.3
486,0.1681132618,49679,0.00E+000,6.25E-001,7.5
487,0.1857637523,48471,0.00E+000,7.56E-001,7.3
488,0.1743855478,51982,0.00E+000,7.56E-001,7.0
489,0.1564204245,55722,1.57E-002,7.57E-001,6.9
490,0.1422724912,58462,3.89E-002,6.25E-001,7.4
491,0.1302206864,60227,4.38E-002,6.24E-001,7.9
492,0.1216831593,61434,3.23E-002,6.24E-001,8.2
493,0.1171427234,60470,3.64E-002,4.90E-001,9.4
494,0.1158653354,58661,1.57E-002,3.13E-001,9.8
495,0.1174421221,57230,1.16E-002,1.76E-001,10.2
496,0.1223781601,56431,4.96E-003,3.12E-001,10.1
497,0.1329216783,57284,0.00E+000,6.21E-001,10.2
498,0.1443507254,61878,0.00E+000,6.20E-001,9.9
499,0.1514068015,62456,0.00E+000,4.87E-001,9.7
500,0.1449937513,60868,0.00E+000,1.75E-001,9.0
501,0.1314085049,58336,0.00E+000,1.75E-001,9.9
502,0.1054664948,57527,0.00E+000,3.12E-001,8.8
503,0.0756623425,57049,0.00E+000,4.90E-001,8.5
504,0.0713281371,54569,0.00E+000,1.76E-001,8.5
505,0.0966308533,51659,0.00E+000,1.76E-001,9.2
506,0.0997393628,49437,0.00E+000,1.76E-001,8.7
507,0.1055082562,47976,0.00E+000,1.76E-001,9.0
508,0.1227322478,47039,0.00E+000,1.76E-001,8.6
509,0.1668287453,46697,0.00E+000,7.78E-002,7.6
510,0.2230404343,44887,0.00E+000,7.77E-002,7.0
511,0.2464578199,41694,0.00E+000,7.78E-002,7.0
512,0.2313620466,42850,0.00E+000,7.82E-002,6.6
513,0.2075272292,45748,2.64E-002,7.84E-002,6.0
514,0.1887567815,49565,2.30E-001,1.77E-001,6.4
515,0.1727673245,53051,3.51E-001,1.76E-001,7.0
516,0.1614403552,56057,2.65E-001,4.86E-001,7.4
517,0.1554164355,55343,3.27E-001,4.86E-001,6.9
518,0.15372169,53291,1.44E-001,1.75E-001,7.1
519,0.1558136558,51715,5.71E-002,4.86E-001,7.1
520,0.1623624316,51055,1.41E-002,6.20E-001,7.8
521,0.1763508039,51724,0.00E+000,7.50E-001,8.0
522,0.1915140313,56974,0.00E+000,4.87E-001,7.7
523,0.2008755193,59535,0.00E+000,6.22E-001,7.5
524,0.1923671513,58877,0.00E+000,4.88E-001,7.2
525,0.1743432356,56611,0.00E+000,4.90E-001,6.7
526,0.1399252656,56619,0.00E+000,3.14E-001,7.2
527,0.1003832865,59304,0.00E+000,3.14E-001,7.2
528,0.0946329785,57239,0.00E+000,4.92E-001,7.0
529,0.1237197599,54823,0.00E+000,1.77E-001,7.0
530,0.1263291388,53797,0.00E+000,3.15E-001,6.7
531,0.1321229022,52935,0.00E+000,3.14E-001,7.3
532,0.1465407975,51962,0.00E+000,4.93E-001,7.5
533,0.1831344883,51961,0.00E+000,3.14E-001,7.4
534,0.2520080944,54562,0.00E+000,3.14E-001,7.4
535,0.2981848543,61313,0.00E+000,4.92E-001,6.9
536,0.2791958332,68150,0.00E+000,3.14E-001,6.9
537,0.2578288263,70131,5.79E-002,4.92E-001,6.5
538,0.2400606312,69931,1.90E-001,4.91E-001,6.5
539,0.2214337026,70574,2.57E-001,3.13E-001,6.8
540,0.210736122,71190,2.74E-001,3.12E-001,7.3
541,0.2050894987,70705,4.08E-001,3.11E-001,7.7
542,0.2052098338,70464,1.32E-001,7.73E-002,8.6
543,0.2077736323,69544,2.47E-001,3.11E-001,8.1
544,0.2140788775,68679,3.50E-002,1.75E-001,8.5
545,0.2252491553,68049,0.00E+000,1.76E-001,7.2
546,0.2405159524,72610,0.00E+000,7.76E-002,7.1
547,0.2502901799,73838,0.00E+000,1.76E-001,7.1
548,0.2389013683,72169,0.00E+000,1.75E-001,7.3
549,0.2211595052,68908,0.00E+000,4.87E-001,7.5
550,0.1839379346,66732,0.00E+000,1.75E-001,7.7
551,0.1269002312,66707,0.00E+000,3.11E-001,7.9
552,0.1213861267,63624,0.00E+000,3.11E-001,7.5
553,0.1237197599,61156,0.00E+000,3.11E-001,7.4
554,0.1263291388,59789,0.00E+000,1.74E-001,7.3
555,0.1321229022,57968,0.00E+000,3.10E-001,7.9
556,0.1465407975,56617,0.00E+000,3.10E-001,8.3
557,0.1831344883,56322,0.00E+000,1.74E-001,8.9
558,0.2520080944,57976,0.00E+000,4.86E-001,9.3
559,0.2981848543,63302,0.00E+000,4.85E-001,8.7
560,0.2791958332,69829,0.00E+000,3.10E-001,9.4
561,0.2578288263,71080,2.07E-002,4.84E-001,9.3
562,0.2400606312,70507,5.88E-002,3.08E-001,9.2
563,0.2214337026,71095,3.64E-002,4.83E-001,9.6
564,0.210736122,71458,2.23E-001,7.41E-001,9.5
565,0.2050894987,70855,3.86E-001,6.09E-001,9.1
566,0.2052098338,70431,5.54E-002,4.77E-001,8.6
567,0.2077736323,69674,3.23E-002,4.77E-001,8.5
568,0.2140788775,69004,1.41E-002,7.36E-001,8.6
569,0.2252491553,68765,0.00E+000,4.78E-001,8.4
570,0.2405159524,73373,0.00E+000,6.10E-001,8.3
571,0.2502901799,74295,0.00E+000,7.38E-001,7.2
572,0.2389013683,72864,0.00E+000,6.12E-001,6.8
573,0.2211595052,69337,0.00E+000,6.11E-001,5.8
574,0.1839379346,67352,0.00E+000,7.39E-001,5.7
575,0.1269002312,67025,0.00E+000,8.77E-001,5.5
576,0.1213861267,63627,0.00E+000,9.42E-001,5.2
577,0.1154860344,60707,0.00E+000,9.60E-001,5.2
578,0.1179217554,58792,0.00E+000,9.52E-001,4.8
579,0.1233299357,57385,0.00E+000,8.43E-001,4.2
580,0.1367882996,56534,0.00E+000,9.05E-001,3.6
581,0.1709466284,56656,0.00E+000,8.52E-001,4.2
582,0.2352365983,58151,0.00E+000,6.35E-001,4.4
583,0.2783402294,63584,0.00E+000,6.37E-001,3.0
584,0.2606149545,70476,0.00E+000,6.38E-001,2.8
585,0.2406699522,72075,5.06E-002,6.38E-001,2.7
586,0.2240842557,71808,2.65E-001,6.39E-001,3.4
587,0.2066969757,72618,3.88E-001,7.71E-001,3.6
588,0.1967113342,73233,2.90E-001,8.55E-001,4.8
589,0.1914405016,73041,2.91E-001,7.70E-001,5.1
590,0.1915528283,72327,3.21E-001,7.69E-001,5.5
591,0.1939460024,71527,1.10E-001,7.69E-001,5.4
592,0.1998316246,70749,2.56E-002,6.37E-001,4.9
593,0.2102585046,70631,0.00E+000,5.02E-001,4.6
594,0.2245092746,73973,0.00E+000,3.21E-001,3.4
595,0.2336330134,74232,0.00E+000,3.22E-001,3.0
596,0.2230021434,72158,0.00E+000,1.82E-001,3.2
597,0.2064410265,68702,0.00E+000,1.81E-001,3.6
598,0.1716966041,66655,0.00E+000,8.00E-002,3.4
599,0.1184548408,65995,0.00E+000,7.99E-002,2.9
600,0.1133077078,62344,0.00E+000,7.97E-002,3.7
601,0.1237197599,59666,0.00E+000,7.96E-002,4.1
602,0.1263291388,57826,0.00E+000,7.94E-002,5.5
603,0.1321229022,56697,0.00E+000,1.79E-001,6.8
604,0.1465407975,56011,0.00E+000,6.34E-001,7.9
605,0.1831344883,56168,0.00E+000,4.96E-001,8.9
606,0.2520080944,57609,0.00E+000,6.28E-001,9.3
607,0.2981848543,62782,0.00E+000,6.26E-001,9.0
608,0.2791958332,69361,0.00E+000,8.38E-001,9.2
609,0.2578288263,71284,1.16E-002,7.51E-001,8.9
610,0.2400606312,71315,3.64E-002,8.89E-001,8.7
611,0.2214337026,71572,4.38E-002,8.33E-001,9.1
612,0.210736122,72472,2.35E-001,8.85E-001,9.2
613,0.2050894987,72145,7.36E-002,8.29E-001,9.6
614,0.2052098338,71426,6.45E-002,8.30E-001,9.6
615,0.2077736323,70727,6.94E-002,8.28E-001,9.7
616,0.2140788775,69963,2.07E-002,7.47E-001,9.2
617,0.2252491553,68986,2.48E-003,3.09E-001,9.0
618,0.2405159524,72798,0.00E+000,4.84E-001,9.0
619,0.2502901799,73799,0.00E+000,7.45E-001,9.2
620,0.2389013683,72320,0.00E+000,7.44E-001,9.0
621,0.2211595052,69013,0.00E+000,7.47E-001,9.6
622,0.1839379346,67000,0.00E+000,7.47E-001,9.8
623,0.1269002312,66376,0.00E+000,8.80E-001,9.9
624,0.1213861267,63230,0.00E+000,8.79E-001,9.5
625,0.1048325081,60793,0.00E+000,7.40E-001,9.5
626,0.1082048559,59272,0.00E+000,6.13E-001,9.4
627,0.1144633908,57996,0.00E+000,6.13E-001,8.9
628,0.1331492885,56825,0.00E+000,6.15E-001,9.0
629,0.1809885268,56575,0.00E+000,7.43E-001,9.0
630,0.2419712475,57859,0.00E+000,8.23E-001,8.6
631,0.2673762106,62832,0.00E+000,7.41E-001,8.7
632,0.2509991663,69610,0.00E+000,7.40E-001,8.4
633,0.2251413414,71149,2.48E-003,7.47E-001,8.0
634,0.2047777303,70958,5.56E-002,3.10E-001,7.9
635,0.1874311497,71237,4.62E-001,7.47E-001,7.9
636,0.175142791,71738,2.29E-001,9.38E-001,7.9
637,0.1686075841,71330,4.80E-002,8.83E-001,8.0
638,0.1667689952,69877,2.73E-002,8.29E-001,8.0
639,0.169038519,68334,1.41E-002,8.86E-001,8.6
640,0.1761431296,67428,1.16E-002,8.33E-001,8.2
641,0.1913187811,67009,2.48E-003,6.21E-001,7.5
642,0.2077690049,71360,0.00E+000,3.12E-001,6.5
643,0.2179250599,72689,0.00E+000,4.89E-001,7.3
644,0.2086945344,70302,0.00E+000,1.76E-001,6.6
645,0.1891408181,66843,0.00E+000,3.13E-001,6.6
646,0.1518015834,64977,0.00E+000,1.76E-001,6.6
647,0.1089034333,65691,0.00E+000,1.76E-001,5.5
648,0.1026650613,63141,0.00E+000,2.80E-002,4.1
649,0.0966308533,61033,0.00E+000,7.83E-002,2.2
650,0.0997393628,58903,0.00E+000,2.81E-002,0.6
651,0.1055082562,56838,0.00E+000,7.80E-002,-0.9
652,0.1227322478,55160,0.00E+000,2.81E-002,-1.0
653,0.1668287453,53816,0.00E+000,1.77E-001,-1.2
654,0.2230404343,51995,0.00E+000,1.76E-001,-1.4
655,0.2464578199,49539,0.00E+000,3.12E-001,-1.5
656,0.2313620466,52270,2.48E-003,4.86E-001,-1.6
657,0.2075272292,55770,5.01E-002,3.10E-001,-1.4
658,0.1887567815,58737,1.05E-001,7.45E-001,-1.3
659,0.1727673245,60352,2.82E-001,6.13E-001,-0.9
660,0.1614403552,61157,3.95E-001,8.19E-001,-0.7
661,0.1554164355,59894,1.24E-001,8.74E-001,-0.2
662,0.15372169,58004,3.89E-002,7.39E-001,0.0
663,0.1558136558,56167,2.32E-002,8.77E-001,0.0
664,0.1623624316,55702,1.57E-002,6.20E-001,-0.2
665,0.1763508039,56004,4.96E-003,7.48E-001,-0.5
666,0.1915140313,61561,0.00E+000,9.43E-001,-0.6
667,0.2008755193,64034,0.00E+000,4.88E-001,-0.3
668,0.1923671513,61722,0.00E+000,9.49E-001,-0.5
669,0.1743432356,58021,0.00E+000,9.50E-001,-0.7
670,0.1399252656,56896,0.00E+000,8.39E-001,-1.1
671,0.1003832865,58704,0.00E+000,9.49E-001,-1.3
672,0.0946329785,56834,0.00E+000,9.61E-001,-1.4
673,0.1048325081,54950,0.00E+000,9.34E-001,-1.4
674,0.1082048559,52723,0.00E+000,9.35E-001,-1.5
675,0.1144633908,51140,0.00E+000,9.51E-001,-1.4
676,0.1331492885,49673,0.00E+000,9.51E-001,-1.2
677,0.1809885268,48587,0.00E+000,8.39E-001,-1.7
678,0.2419712475,46390,0.00E+000,7.55E-001,-1.4
679,0.2673762106,42936,0.00E+000,8.40E-001,-1.7
680,0.2509991663,44122,2.48E-003,7.55E-001,-1.8
681,0.2251413414,47093,1.82E-002,6.25E-001,-2.0
682,0.2047777303,50550,3.47E-002,7.57E-001,-2.2
683,0.1874311497,53056,1.64E-001,7.56E-001,-2.7
684,0.175142791,55359,4.83E-001,9.49E-001,-2.7
685,0.1686075841,53893,4.21E-001,7.52E-001,-1.8
686,0.1667689952,51361,5.01E-001,8.93E-001,-1.0
687,0.169038519,49652,3.35E-001,7.57E-001,-0.7
688,0.1761431296,48948,3.98E-002,8.44E-001,-0.4
689,0.1913187811,49690,4.96E-003,7.60E-001,-0.2
690,0.2077690049,55201,0.00E+000,6.29E-001,-0.2
691,0.2179250599,59406,0.00E+000,6.31E-001,-0.2
692,0.2086945344,58939,0.00E+000,2.69E-001,-0.1
693,0.1891408181,56888,0.00E+000,1.67E-001,0.1
694,0.1518015834,56687,0.00E+000,1.08E-001,0.2
695,0.1089034333,58519,0.00E+000,1.02E-001,0.6
696,0.1026650613,56542,0.00E+000,9.07E-002,0.8
697,0.131751677,54860,0.00E+000,5.54E-002,1.0
698,0.1345304574,53272,0.00E+000,2.50E-002,1.2
699,0.1407003534,52268,0.00E+000,6.05E-003,1.4
700,0.1560542619,51832,0.00E+000,3.00E-003,2.0
701,0.1950236241,52459,0.00E+000,2.30E-003,2.5
702,0.2683685216,54800,0.00E+000,1.41E-004,3.3
703,0.3175430881,61058,0.00E+000,4.86E-003,3.5
704,0.2973212951,68066,2.48E-003,4.87E-003,3.7
705,0.2745671369,70054,2.56E-002,1.41E-004,4.2
706,0.2556454262,70030,4.38E-002,1.41E-004,4.7
707,0.2358092329,70205,3.64E-002,1.41E-004,5.1
708,0.2244171627,70911,4.63E-002,1.41E-004,5.6
709,0.2184039591,70461,5.71E-002,4.85E-003,5.9
710,0.2185321065,69944,4.38E-002,4.85E-003,5.9
711,0.2212623474,69100,3.64E-002,1.40E-004,5.1
712,0.2279769307,68371,2.32E-002,4.85E-003,5.3
713,0.2398723857,67674,4.96E-003,1.40E-004,5.1
714,0.2561303069,71147,0.00E+000,4.86E-003,5.3
715,0.2665390796,73155,0.00E+000,4.87E-003,5.4
716,0.2544109037,71548,0.00E+000,4.88E-003,5.3
717,0.2355172345,68136,0.00E+000,4.89E-003,5.6
718,0.1958792303,65951,0.00E+000,4.88E-003,5.7
719,0.1351386253,64868,0.00E+000,4.88E-003,5.8
720,0.1292665438,60961,0.00E+000,4.87E-003,5.6
721,0.1237197599,58451,0.00E+000,4.87E-003,5.0
722,0.1263291388,56616,0.00E+000,4.87E-003,5.1
723,0.1321229022,55494,0.00E+000,1.41E-004,5.4
724,0.1465407975,54877,0.00E+000,1.41E-004,5.6
725,0.1831344883,55501,0.00E+000,1.41E-004,5.9
726,0.2520080944,57107,0.00E+000,1.41E-004,6.3
727,0.2981848543,62319,0.00E+000,1.41E-004,6.5
728,0.2791958332,69417,2.48E-003,1.41E-004,6.0
729,0.2578288263,70802,2.07E-002,4.89E-003,6.1
730,0.2400606312,70624,5.95E-002,1.41E-004,6.4
731,0.2214337026,71182,1.27E-001,1.41E-004,6.8
732,0.210736122,71682,3.47E-001,4.87E-003,6.6
733,0.2050894987,70836,1.03E-001,4.85E-003,6.6
734,0.2052098338,70308,1.12E-001,8.04E-002,5.2
735,0.2077736323,69238,8.52E-002,2.88E-002,5.0
736,0.2140788775,68305,1.82E-002,2.89E-002,4.8
737,0.2252491553,67315,4.96E-003,1.40E-004,4.8
738,0.2405159524,70886,0.00E+000,4.86E-003,4.8
739,0.2502901799,73201,0.00E+000,4.87E-003,4.9
740,0.2389013683,71503,0.00E+000,4.87E-003,4.7
741,0.2211595052,67844,0.00E+000,4.87E-003,4.9
742,0.1839379346,65699,0.00E+000,4.87E-003,4.7
743,0.1269002312,64565,0.00E+000,4.87E-003,4.4
744,0.1213861267,60994,0.00E+000,1.41E-004,4.4
745,0.131751677,58814,0.00E+000,4.88E-003,4.4
746,0.1345304574,57268,0.00E+000,4.88E-003,4.3
747,0.1407003534,56160,0.00E+000,2.91E-002,4.5
748,0.1560542619,55850,0.00E+000,1.41E-004,4.4
749,0.1950236241,56080,0.00E+000,4.88E-003,4.2
750,0.2683685216,57626,0.00E+000,4.88E-003,4.1
751,0.3175430881,62822,0.00E+000,4.89E-003,3.9
752,0.2973212951,69618,2.48E-003,2.92E-002,3.9
753,0.2745671369,71052,2.07E-002,2.92E-002,4.2
754,0.2556454262,70725,3.47E-002,4.88E-003,4.3
755,0.2358092329,70800,6.45E-002,4.87E-003,4.7
756,0.2244171627,71404,5.71E-002,8.09E-002,4.8
757,0.2184039591,70831,5.29E-002,2.91E-002,4.8
758,0.2185321065,70048,3.89E-002,8.07E-002,4.7
759,0.2212623474,68970,5.29E-002,4.86E-003,4.4
760,0.2279769307,67979,1.41E-002,4.86E-003,4.6
761,0.2398723857,67275,2.48E-003,4.86E-003,4.3
762,0.2561303069,70876,0.00E+000,2.90E-002,4.3
763,0.2665390796,73290,0.00E+000,2.90E-002,4.3
764,0.2544109037,71448,0.00E+000,2.91E-002,4.3
765,0.2355172345,68343,0.00E+000,2.91E-002,4.4
766,0.1958792303,66246,0.00E+000,8.13E-002,4.3
767,0.1351386253,65771,0.00E+000,1.85E-001,4.2
768,0.1292665438,62108,0.00E+000,8.15E-002,4.3
769,0.1237197599,59544,0.00E+000,1.84E-001,4.7
770,0.1263291388,57983,0.00E+000,8.13E-002,4.8
771,0.1321229022,56812,0.00E+000,8.12E-002,4.8
772,0.1465407975,56010,0.00E+000,2.91E-002,4.8
773,0.1831344883,56008,0.00E+000,8.11E-002,4.5
774,0.2520080944,57706,0.00E+000,2.92E-002,5.0
775,0.2981848543,62758,0.00E+000,2.92E-002,4.5
776,0.2791958332,69385,1.16E-002,4.90E-003,4.6
777,0.2578288263,70899,3.89E-002,4.89E-003,4.5
778,0.2400606312,70697,1.66E-001,4.90E-003,4.7
779,0.2214337026,71305,2.95E-001,4.89E-003,5.0
780,0.210736122,71914,2.77E-001,2.92E-002,5.6
781,0.2050894987,71703,3.65E-001,2.91E-002,5.7
782,0.2052098338,71166,1.60E-001,4.87E-003,5.6
783,0.2077736323,70462,1.38E-001,1.41E-004,5.6
784,0.2140788775,69752,2.56E-002,4.88E-003,5.7
785,0.2252491553,68934,4.96E-003,1.42E-004,5.5
786,0.2405159524,71966,0.00E+000,1.42E-004,5.4
787,0.2502901799,73483,0.00E+000,4.90E-003,5.4
788,0.2389013683,72144,0.00E+000,1.42E-004,5.4
789,0.2211595052,68734,0.00E+000,4.91E-003,5.3
790,0.1839379346,66740,0.00E+000,4.91E-003,5.4
791,0.1269002312,66296,0.00E+000,4.91E-003,5.4
792,0.1213861267,62725,0.00E+000,2.93E-002,5.2
793,0.1154860344,60135,0.00E+000,2.94E-002,5.0
794,0.1179217554,58241,0.00E+000,2.94E-002,4.9
795,0.1233299357,56815,0.00E+000,2.95E-002,4.9
796,0.1367882996,56007,0.00E+000,4.97E-003,5.2
797,0.1709466284,56169,0.00E+000,4.98E-003,5.0
798,0.2352365983,57642,0.00E+000,4.98E-003,5.1
799,0.2783402294,62769,0.00E+000,2.97E-002,4.7
800,0.2606149545,69496,6.62E-003,2.98E-002,4.3
801,0.2406699522,71153,1.60E-001,8.28E-002,3.3
802,0.2240842557,71433,2.64E-001,2.96E-002,2.2
803,0.2066969757,72136,1.86E-001,2.94E-002,2.1
804,0.1967113342,72280,2.28E-001,4.91E-003,1.9
805,0.1914405016,71594,1.90E-001,2.92E-002,1.9
806,0.1915528283,70217,1.19E-001,2.92E-002,2.7
807,0.1939460024,68857,4.13E-002,8.12E-002,3.4
808,0.1998316246,67904,2.32E-002,2.92E-002,3.9
809,0.2102585046,67415,4.96E-003,2.92E-002,4.2
810,0.2245092746,70710,0.00E+000,8.11E-002,4.7
811,0.2336330134,71740,0.00E+000,1.83E-001,4.8
812,0.2230021434,69540,0.00E+000,1.83E-001,4.6
813,0.2064410265,66222,0.00E+000,3.26E-001,5.2
814,0.1716966041,64390,0.00E+000,3.26E-001,5.2
815,0.1184548408,64506,0.00E+000,5.10E-001,5.2
816,0.1133077078,61741,0.00E+000,3.26E-001,5.3
817,0.0884983067,58809,0.00E+000,3.26E-001,5.3
818,0.091345201,56479,0.00E+000,5.11E-001,5.5
819,0.0966285787,54705,0.00E+000,3.26E-001,6.0
820,0.1124029825,53644,0.00E+000,5.11E-001,5.6
821,0.1527882757,52855,0.00E+000,5.11E-001,5.6
822,0.2042691343,50972,0.00E+000,3.26E-001,5.6
823,0.2257156899,48820,0.00E+000,3.26E-001,5.2
824,0.2118903917,51550,4.96E-003,3.27E-001,5.7
825,0.1900615357,55565,2.73E-002,3.27E-001,5.5
826,0.1728708271,59190,7.36E-002,3.27E-001,5.5
827,0.1582270583,61426,9.84E-002,5.12E-001,5.9
828,0.1478533779,62254,9.43E-002,5.12E-001,6.5
829,0.142336437,61145,8.52E-002,3.27E-001,6.4
830,0.140784323,59275,8.27E-002,3.26E-001,6.5
831,0.1427002269,57494,5.54E-002,1.83E-001,6.3
832,0.1486978514,57057,3.47E-002,3.26E-001,6.6
833,0.1615089486,56859,6.62E-003,3.26E-001,6.7
834,0.1753960241,61179,0.00E+000,3.27E-001,6.6
835,0.1839696401,63122,0.00E+000,3.27E-001,6.2
836,0.1761773446,60987,0.00E+000,5.13E-001,5.9
837,0.1596703393,57326,0.00E+000,3.27E-001,5.6
838,0.1281490191,56063,0.00E+000,5.12E-001,5.5
839,0.0919349314,57893,0.00E+000,7.90E-001,5.8
840,0.0866685749,56210,0.00E+000,7.90E-001,5.6
841,0.0966308533,54252,0.00E+000,7.89E-001,5.4
842,0.0997393628,51759,0.00E+000,6.52E-001,5.3
843,0.1055082562,50086,0.00E+000,5.11E-001,5.2
844,0.1227322478,49136,0.00E+000,3.25E-001,5.1
845,0.1668287453,48269,0.00E+000,1.82E-001,4.2
846,0.2230404343,46437,0.00E+000,1.81E-001,3.6
847,0.2464578199,42845,0.00E+000,7.98E-002,3.0
848,0.2313620466,43759,4.96E-003,1.80E-001,2.2
849,0.2075272292,47068,1.16E-002,1.80E-001,1.6
850,0.1887567815,50847,4.38E-002,7.93E-002,2.3
851,0.1727673245,53535,1.10E-001,2.83E-002,3.6
852,0.1614403552,56061,1.68E-001,3.14E-001,4.6
853,0.1554164355,55154,1.01E-001,6.24E-001,5.1
854,0.15372169,52950,6.70E-002,4.88E-001,5.6
855,0.1558136558,51687,4.38E-002,4.88E-001,6.2
856,0.1623624316,50822,3.64E-002,4.88E-001,5.3
857,0.1763508039,51106,6.62E-003,6.23E-001,4.3
858,0.1915140313,55861,0.00E+000,7.54E-001,3.5
859,0.2008755193,59991,0.00E+000,4.91E-001,2.7
860,0.1923671513,59079,0.00E+000,4.91E-001,2.2
861,0.1743432356,56781,0.00E+000,1.76E-001,1.4
862,0.1399252656,56613,0.00E+000,3.13E-001,0.9
863,0.1003832865,58698,0.00E+000,4.91E-001,0.4
864,0.0946329785,55764,0.00E+000,3.13E-001,0.0
865,0.0884983067,53705,0.00E+000,3.12E-001,-0.3
866,0.091345201,52115,0.00E+000,4.88E-001,-0.6
867,0.0966285787,50976,0.00E+000,6.22E-001,-0.9
868,0.1124029825,50573,0.00E+000,4.88E-001,-1.0
869,0.1527882757,51088,0.00E+000,3.12E-001,-1.1
870,0.2042691343,53777,0.00E+000,3.13E-001,-1.4
871,0.2257156899,60841,0.00E+000,3.13E-001,-1.8
872,0.2118903917,67798,6.62E-003,3.13E-001,-2.3
873,0.1900615357,69706,2.98E-002,1.75E-001,-2.3
874,0.1728708271,70330,6.70E-002,4.87E-001,-1.7
875,0.1582270583,71163,8.77E-002,3.10E-001,-0.9
876,0.1478533779,72101,1.98E-001,4.85E-001,0.7
877,0.142336437,71776,1.36E-001,4.82E-001,0.3
878,0.140784323,71296,6.45E-002,4.82E-001,1.0
879,0.1427002269,70687,6.56E-002,3.08E-001,1.5
880,0.1486978514,69870,4.13E-002,4.82E-001,1.8
881,0.1615089486,69004,6.62E-003,3.07E-001,1.5
882,0.1753960241,70746,0.00E+000,4.82E-001,0.8
883,0.1839696401,73428,0.00E+000,3.08E-001,0.3
884,0.1761773446,71517,0.00E+000,3.08E-001,-0.2
885,0.1596703393,67960,0.00E+000,4.83E-001,-0.7
886,0.1281490191,66153,0.00E+000,1.73E-001,-1.1
887,0.0919349314,65168,0.00E+000,1.74E-001,-1.1
888,0.0866685749,61214,0.00E+000,3.09E-001,-0.9
889,0.0966308533,58238,0.00E+000,3.10E-001,-0.5
890,0.0997393628,56512,0.00E+000,3.10E-001,-0.3
891,0.1055082562,56020,0.00E+000,1.74E-001,-0.2
892,0.1227322478,55499,0.00E+000,1.74E-001,-0.4
893,0.1668287453,55947,0.00E+000,1.74E-001,-0.3
894,0.2230404343,57668,0.00E+000,4.87E-001,-0.6
895,0.2464578199,63832,0.00E+000,1.75E-001,-0.9
896,0.2313620466,70205,2.48E-003,7.72E-002,-2.0
897,0.2075272292,72506,1.41E-002,1.75E-001,-2.1
898,0.1887567815,72783,3.23E-002,7.73E-002,-2.1
899,0.1727673245,73586,3.47E-002,1.75E-001,-1.0
900,0.1614403552,74526,2.73E-002,2.78E-002,1.1
901,0.1554164355,74138,3.47E-002,1.34E-004,1.8
902,0.15372169,73805,8.02E-002,2.77E-002,2.6
903,0.1558136558,73193,1.48E-001,4.63E-003,3.1
904,0.1623624316,72295,5.07E-002,1.34E-004,3.3
905,0.1763508039,71279,6.62E-003,1.34E-004,3.0
906,0.1915140313,72841,0.00E+000,4.65E-003,2.6
907,0.2008755193,73968,0.00E+000,7.73E-002,1.9
908,0.1923671513,71464,0.00E+000,1.75E-001,1.6
909,0.1743432356,67673,0.00E+000,1.75E-001,1.5
910,0.1399252656,65532,0.00E+000,3.10E-001,1.3
911,0.1003832865,64485,0.00E+000,7.70E-002,0.5
912,0.0946329785,60141,0.00E+000,1.74E-001,0.2
913,0.1237197599,56769,0.00E+000,1.74E-001,0.3
914,0.1263291388,54765,0.00E+000,7.72E-002,0.3
915,0.1321229022,53457,0.00E+000,1.75E-001,-0.5
916,0.1465407975,53461,0.00E+000,7.74E-002,-1.2
917,0.1831344883,54166,0.00E+000,1.75E-001,-1.1
918,0.2520080944,56418,0.00E+000,1.75E-001,-1.7
919,0.2981848543,62317,0.00E+000,3.10E-001,-2.1
920,0.2791958332,68739,6.62E-003,4.84E-001,-2.1
921,0.2578288263,70878,3.47E-002,4.84E-001,-1.8
922,0.2400606312,71334,7.61E-002,3.07E-001,-1.6
923,0.2214337026,72492,9.18E-002,3.07E-001,-0.2
924,0.210736122,73343,1.33E-001,3.06E-001,0.8
925,0.2050894987,72525,1.29E-001,7.57E-002,0.2
926,0.2052098338,72141,1.03E-001,1.71E-001,0.1
