time,HP (W),PV (W),EL (W)
2024-04-03 06:40:00z,2016,392,289
2024-04-03 06:45:00z,36,485,319
2024-04-03 06:50:00z,34,537,318
2024-04-03 06:55:00z,34,646,328
2024-04-03 07:00:00z,30,660,322
2024-04-03 07:05:00z,1928,843,324
2024-04-03 07:10:00z,2001,1007,238
2024-04-03 07:15:00z,32,1031,242
2024-04-03 07:20:00z,1466,1101,255
2024-04-03 07:25:00z,4238,1237,199
2024-04-03 07:30:00z,4654,1281,202
2024-04-03 07:35:00z,114,1033,208
2024-04-03 07:40:00z,31,1172,208
2024-04-03 07:45:00z,29,1230,239
2024-04-03 07:50:00z,29,1606,280
2024-04-03 07:55:00z,1267,1773,263
2024-04-03 08:00:00z,2583,1616,222
2024-04-03 08:05:00z,37,1689,209
2024-04-03 08:10:00z,31,1557,677
2024-04-03 08:15:00z,30,1425,1043
2024-04-03 08:20:00z,30,1318,388
2024-04-03 08:25:00z,1265,1146,705
2024-04-03 08:30:00z,2604,1202,1103
2024-04-03 08:35:00z,34,1642,405
2024-04-03 08:40:00z,31,1534,237
2024-04-03 08:45:00z,29,1703,175
2024-04-03 08:50:00z,29,1683,337
2024-04-03 08:55:00z,54,1769,807
2024-04-03 09:00:00z,3158,1606,988
2024-04-03 09:05:00z,49,1628,822
2024-04-03 09:10:00z,31,1703,555
2024-04-03 09:15:00z,29,1497,423
2024-04-03 09:20:00z,29,2447,248
2024-04-03 09:25:00z,29,2150,202
2024-04-03 09:30:00z,1250,1953,165
2024-04-03 09:35:00z,1944,2380,161
2024-04-03 09:40:00z,32,2441,177
2024-04-03 09:45:00z,30,2762,185
2024-04-03 09:50:00z,29,2578,215
2024-04-03 09:55:00z,29,3043,472
2024-04-03 10:00:00z,60,2542,262
2024-04-03 10:05:00z,2561,3991,262
2024-04-03 10:10:00z,32,3743,277
2024-04-03 10:15:00z,30,3454,380
2024-04-03 10:20:00z,29,3364,2565
2024-04-03 10:25:00z,29,2544,3290
2024-04-03 10:30:00z,30,2950,3444
2024-04-03 10:35:00z,1239,3381,2371
2024-04-03 10:40:00z,1911,2440,1402
2024-04-03 10:45:00z,32,1940,1651
2024-04-03 10:50:00z,30,1372,1582
2024-04-03 10:55:00z,29,964,1190
2024-04-03 11:00:00z,29,811,1068
2024-04-03 11:05:00z,29,1165,846
2024-04-03 11:10:00z,2477,1223,810
2024-04-03 11:15:00z,1308,1653,823
2024-04-03 11:20:00z,832,2343,2147
2024-04-03 11:25:00z,4006,2479,2696
2024-04-03 11:30:00z,4421,1914,2429
2024-04-03 11:35:00z,2845,1504,2364
2024-04-03 11:40:00z,86,1041,746
2024-04-03 11:45:00z,31,1461,364
2024-04-03 11:50:00z,30,2716,295
2024-04-03 11:55:00z,30,2875,318
2024-04-03 12:00:00z,34,3924,321
2024-04-03 12:05:00z,2930,4968,290
2024-04-03 12:10:00z,676,4657,287
2024-04-03 12:15:00z,32,3971,311
2024-04-03 12:20:00z,30,4049,289
2024-04-03 12:25:00z,29,4190,278
2024-04-03 12:30:00z,29,5359,247
2024-04-03 12:35:00z,30,4974,199
2024-04-03 12:40:00z,29,3962,164
2024-04-03 12:45:00z,36,2900,170
2024-04-03 12:50:00z,2408,1496,132
2024-04-03 12:55:00z,32,883,233
2024-04-03 13:00:00z,30,752,238
2024-04-03 13:05:00z,29,1730,240
2024-04-03 13:10:00z,29,4322,247
2024-04-03 13:15:00z,29,4065,185
2024-04-03 13:20:00z,61,3681,182
2024-04-03 13:25:00z,2435,2969,143
2024-04-03 13:30:00z,32,2516,187
2024-04-03 13:35:00z,30,2329,248
2024-04-03 13:40:00z,29,1680,234
2024-04-03 13:45:00z,29,959,235
2024-04-03 13:50:00z,29,1451,231
2024-04-03 13:55:00z,42,1689,155
2024-04-03 14:00:00z,2977,1720,121
2024-04-03 14:05:00z,48,1451,161
2024-04-03 14:10:00z,32,1400,208
2024-04-03 14:15:00z,30,1519,257
2024-04-03 14:20:00z,29,1804,241
2024-04-03 14:25:00z,29,2237,236
2024-04-03 14:30:00z,1865,2070,187
2024-04-03 14:35:00z,660,1543,10
2024-04-03 14:40:00z,32,1292,169
2024-04-03 14:45:00z,29,1046,169
2024-04-03 14:50:00z,29,3405,197
2024-04-03 14:55:00z,29,5035,258
2024-04-03 15:00:00z,29,5795,260
2024-04-03 15:05:00z,30,5617,233
2024-04-03 15:10:00z,29,3986,188
2024-04-03 15:15:00z,29,3262,170
2024-04-03 15:20:00z,645,2505,218
2024-04-03 15:25:00z,1822,966,226
2024-04-03 15:30:00z,32,1561,260
2024-04-03 15:35:00z,30,1099,302
2024-04-03 15:40:00z,29,1214,298
2024-04-03 15:45:00z,29,991,296
2024-04-03 15:50:00z,29,1803,225
2024-04-03 15:55:00z,1756,1599,520
2024-04-03 16:00:00z,1243,920,620
2024-04-03 16:05:00z,32,710,234
2024-04-03 16:10:00z,29,639,282
2024-04-03 16:15:00z,29,551,309
2024-04-03 16:20:00z,29,902,307
2024-04-03 16:25:00z,30,670,312
2024-04-03 16:30:00z,1763,686,233
2024-04-03 16:35:00z,1862,787,263
2024-04-03 16:40:00z,32,561,229
2024-04-03 16:45:00z,30,597,218
2024-04-03 16:50:00z,29,638,245
2024-04-03 16:55:00z,29,969,300
2024-04-03 17:00:00z,29,963,300
2024-04-03 17:05:00z,1871,469,281
2024-04-03 17:10:00z,662,233,193
2024-04-03 17:15:00z,32,229,196
2024-04-03 17:20:00z,30,140,193
2024-04-03 17:25:00z,30,44,189
2024-04-03 17:30:00z,35,33,259
2024-04-03 17:35:00z,2632,48,341
2024-04-03 17:40:00z,673,26,331
2024-04-03 17:45:00z,35,22,335
2024-04-03 17:50:00z,,,
2024-04-03 17:55:00z,,,
2024-04-03 18:00:00z,29,32,250
2024-04-03 18:05:00z,679,30,236
2024-04-03 18:10:00z,2514,25,255
2024-04-03 18:15:00z,32,2,293
2024-04-03 18:20:00z,30,0,276
2024-04-03 18:25:00z,29,0,274
2024-04-03 18:30:00z,29,0,206
2024-04-03 18:35:00z,31,0,209
2024-04-03 18:40:00z,2549,2,182
2024-04-03 18:45:00z,48,0,216
2024-04-03 18:50:00z,31,0,206
2024-04-03 18:55:00z,29,0,279
2024-04-03 19:00:00z,29,0,234
2024-04-03 19:05:00z,29,0,228
2024-04-03 19:10:00z,1835,1,387
2024-04-03 19:15:00z,1300,0,165
2024-04-03 19:20:00z,32,0,251
2024-04-03 19:25:00z,29,0,370
2024-04-03 19:30:00z,29,0,370
2024-04-03 19:35:00z,29,0,323
2024-04-03 19:40:00z,587,0,129
2024-04-03 19:45:00z,2538,1,201
2024-04-03 19:50:00z,32,0,247
2024-04-03 19:55:00z,30,0,244
2024-04-03 20:00:00z,29,0,309
2024-04-03 20:05:00z,29,0,310
2024-04-03 20:10:00z,29,0,296
2024-04-03 20:15:00z,29,0,294
2024-04-03 20:20:00z,29,0,294
2024-04-03 20:25:00z,29,0,278
2024-04-03 20:30:00z,29,0,276
2024-04-03 20:35:00z,29,0,263
2024-04-03 20:40:00z,29,0,243
2024-04-03 20:45:00z,29,0,214
2024-04-03 20:50:00z,26,0,125
2024-04-03 20:55:00z,27,0,124
2024-04-03 21:00:00z,27,0,124
2024-04-03 21:05:00z,27,0,128
2024-04-03 21:10:00z,27,0,199
2024-04-03 21:15:00z,27,0,211
2024-04-03 21:20:00z,27,0,210
2024-04-03 21:25:00z,27,0,166
2024-04-03 21:30:00z,27,0,108
2024-04-03 21:35:00z,28,0,108
2024-04-03 21:40:00z,28,0,108
2024-04-03 21:45:00z,28,0,109
2024-04-03 21:50:00z,28,0,138
2024-04-03 21:55:00z,28,0,181
2024-04-03 22:00:00z,28,0,175
2024-04-03 22:05:00z,28,0,173
2024-04-03 22:10:00z,28,0,102
2024-04-03 22:15:00z,28,0,102
2024-04-03 22:20:00z,28,0,102
2024-04-03 22:25:00z,28,0,102
2024-04-03 22:30:00z,28,0,167
2024-04-03 22:35:00z,28,0,175
2024-04-03 22:40:00z,28,0,174
2024-04-03 22:45:00z,28,0,157
2024-04-03 22:50:00z,28,0,101
2024-04-03 22:55:00z,28,0,102
2024-04-03 23:00:00z,28,0,102
2024-04-03 23:05:00z,28,0,102
2024-04-03 23:10:00z,28,0,118
2024-04-03 23:15:00z,28,0,177
2024-04-03 23:20:00z,28,0,175
2024-04-03 23:25:00z,28,0,176
2024-04-03 23:30:00z,28,0,102
2024-04-03 23:35:00z,28,0,112
2024-04-03 23:40:00z,28,0,157
2024-04-03 23:45:00z,28,0,157
2024-04-03 23:50:00z,28,0,157
2024-04-03 23:55:00z,28,0,194
2024-04-04 00:00:00z,28,0,228
2024-04-04 00:05:00z,28,0,225
2024-04-04 00:10:00z,28,0,165
2024-04-04 00:15:00z,28,0,151
2024-04-04 00:20:00z,28,0,150
2024-04-04 00:25:00z,28,0,150
2024-04-04 00:30:00z,28,0,132
2024-04-04 00:35:00z,28,0,144
2024-04-04 00:40:00z,28,0,176
2024-04-04 00:45:00z,28,0,175
2024-04-04 00:50:00z,29,0,131
2024-04-04 00:55:00z,28,0,102
2024-04-04 01:00:00z,28,0,102
2024-04-04 01:05:00z,28,0,102
2024-04-04 01:10:00z,28,0,102
2024-04-04 01:15:00z,28,0,148
2024-04-04 01:20:00z,28,0,175
2024-04-04 01:25:00z,28,0,173
2024-04-04 01:30:00z,29,0,131
2024-04-04 01:35:00z,29,0,103
2024-04-04 01:40:00z,28,0,103
2024-04-04 01:45:00z,28,0,103
2024-04-04 01:50:00z,28,0,102
2024-04-04 01:55:00z,29,0,118
2024-04-04 02:00:00z,28,0,175
2024-04-04 02:05:00z,29,0,174
2024-04-04 02:10:00z,29,0,160
2024-04-04 02:15:00z,29,0,103
2024-04-04 02:20:00z,29,0,103
2024-04-04 02:25:00z,29,0,103
2024-04-04 02:30:00z,29,0,102
2024-04-04 02:35:00z,29,0,103
2024-04-04 02:40:00z,29,0,177
2024-04-04 02:45:00z,29,0,175
2024-04-04 02:50:00z,29,0,174
2024-04-04 02:55:00z,29,0,104
2024-04-04 03:00:00z,29,0,111
2024-04-04 03:05:00z,29,0,110
2024-04-04 03:10:00z,29,0,110
2024-04-04 03:15:00z,29,0,110
2024-04-04 03:20:00z,29,0,169
2024-04-04 03:25:00z,29,0,181
2024-04-04 03:30:00z,29,0,235
2024-04-04 03:35:00z,29,0,180
2024-04-04 03:40:00z,29,0,162
2024-04-04 03:45:00z,29,0,162
2024-04-04 03:50:00z,29,0,160
2024-04-04 03:55:00z,29,0,159
2024-04-04 04:00:00z,1728,0,172
2024-04-04 04:05:00z,2832,1,202
2024-04-04 04:10:00z,2920,1,193
2024-04-04 04:15:00z,3025,1,152
2024-04-04 04:20:00z,3178,2,66
2024-04-04 04:25:00z,3773,2,76
2024-04-04 04:30:00z,4493,1,80
2024-04-04 04:35:00z,2954,1,134
2024-04-04 04:40:00z,92,22,147
2024-04-04 04:45:00z,37,28,202
2024-04-04 04:50:00z,36,28,215
2024-04-04 04:55:00z,1857,136,206
2024-04-04 05:00:00z,3224,210,150
2024-04-04 05:05:00z,750,260,452
2024-04-04 05:10:00z,65,358,337
2024-04-04 05:15:00z,61,268,1098
2024-04-04 05:20:00z,61,314,2317
2024-04-04 05:25:00z,61,398,2350
2024-04-04 05:30:00z,61,493,2362
2024-04-04 05:35:00z,61,452,237
2024-04-04 05:40:00z,61,521,258
2024-04-04 05:45:00z,61,579,250
2024-04-04 05:50:00z,61,586,205
2024-04-04 05:55:00z,61,611,638
2024-04-04 06:00:00z,2431,502,2186
2024-04-04 06:05:00z,3127,1005,2208
2024-04-04 06:10:00z,3264,1409,2285
2024-04-04 06:15:00z,732,1590,1507
2024-04-04 06:20:00z,36,1476,303
2024-04-04 06:25:00z,34,1361,174
2024-04-04 06:30:00z,34,1159,619
2024-04-04 06:35:00z,34,1124,1280
2024-04-04 06:40:00z,34,947,480
2024-04-04 06:45:00z,1323,906,292
2024-04-04 06:50:00z,2680,792,356
2024-04-04 06:55:00z,37,649,356
2024-04-04 07:00:00z,32,709,716
2024-04-04 07:05:00z,30,438,351
2024-04-04 07:10:00z,30,408,271
2024-04-04 07:15:00z,30,583,280
2024-04-04 07:20:00z,1322,709,298
2024-04-04 07:25:00z,3277,688,282
2024-04-04 07:30:00z,48,616,345
2024-04-04 07:35:00z,31,646,384
2024-04-04 07:40:00z,29,687,373
2024-04-04 07:45:00z,29,814,353
2024-04-04 07:50:00z,29,978,292
2024-04-04 07:55:00z,29,1022,273
2024-04-04 08:00:00z,1282,812,244
2024-04-04 08:05:00z,3253,868,198
2024-04-04 08:10:00z,48,1023,230
2024-04-04 08:15:00z,31,987,303
2024-04-04 08:20:00z,29,1028,301
2024-04-04 08:25:00z,29,959,298
2024-04-04 08:30:00z,29,884,232
2024-04-04 08:35:00z,30,1101,213
2024-04-04 08:40:00z,2590,1366,181
2024-04-04 08:45:00z,1349,1242,204
2024-04-04 08:50:00z,33,1241,210
2024-04-04 08:55:00z,30,1413,237
2024-04-04 09:00:00z,29,1851,279
2024-04-04 09:05:00z,30,2117,284
2024-04-04 09:10:00z,30,2762,243
2024-04-04 09:15:00z,1948,2190,180
2024-04-04 09:20:00z,1338,1841,166
2024-04-04 09:25:00z,32,1659,197
2024-04-04 09:30:00z,29,1050,191
2024-04-04 09:35:00z,29,1118,210
2024-04-04 09:40:00z,29,1206,271
2024-04-04 09:45:00z,29,1836,269
2024-04-04 09:50:00z,652,2415,283
2024-04-04 09:55:00z,3174,2501,166
2024-04-04 10:00:00z,48,2148,227
2024-04-04 10:05:00z,31,1717,196
2024-04-04 10:10:00z,29,1404,192
2024-04-04 10:15:00z,29,2110,196
2024-04-04 10:20:00z,29,2447,229
2024-04-04 10:25:00z,29,2754,273
2024-04-04 10:30:00z,30,2973,273
2024-04-04 10:35:00z,2522,2749,2057
2024-04-04 10:40:00z,672,2221,2301
2024-04-04 10:45:00z,32,2398,1811
2024-04-04 10:50:00z,29,2313,1446
2024-04-04 10:55:00z,29,2942,1087
2024-04-04 11:00:00z,29,3989,651
2024-04-04 11:05:00z,30,2647,390
2024-04-04 11:10:00z,60,1909,260
2024-04-04 11:15:00z,2484,1814,145
2024-04-04 11:20:00z,32,1637,263
2024-04-04 11:25:00z,31,1271,296
2024-04-04 11:30:00z,29,1574,321
2024-04-04 11:35:00z,29,989,322
2024-04-04 11:40:00z,29,1039,334
2024-04-04 11:45:00z,412,1430,375
2024-04-04 11:50:00z,2477,940,292
2024-04-04 11:55:00z,33,1225,311
2024-04-04 12:00:00z,31,2007,318
2024-04-04 12:05:00z,30,3833,319
2024-04-04 12:10:00z,30,3299,319
2024-04-04 12:15:00z,55,2248,276
2024-04-04 12:20:00z,2427,1474,475
2024-04-04 12:25:00z,32,1158,199
2024-04-04 12:30:00z,30,1157,223
2024-04-04 12:35:00z,29,1146,223
2024-04-04 12:40:00z,29,661,268
2024-04-04 12:45:00z,29,831,323
2024-04-04 12:50:00z,1829,781,257
2024-04-04 12:55:00z,1900,944,200
2024-04-04 13:00:00z,33,791,199
2024-04-04 13:05:00z,30,1889,228
2024-04-04 13:10:00z,31,4742,202
2024-04-04 13:15:00z,29,2260,172
2024-04-04 13:20:00z,617,1178,272
2024-04-04 13:25:00z,2482,7976,256
2024-04-04 13:30:00z,32,7603,263
2024-04-04 13:35:00z,31,4134,217
2024-04-04 13:40:00z,30,4455,141
2024-04-04 13:45:00z,29,5800,184
2024-04-04 13:50:00z,29,2667,161
2024-04-04 13:55:00z,29,3272,172
2024-04-04 14:00:00z,29,14136,137
2024-04-04 14:05:00z,30,8942,290
2024-04-04 14:10:00z,29,5619,222
2024-04-04 14:15:00z,30,4759,210
2024-04-04 14:20:00z,29,2225,163
2024-04-04 14:25:00z,29,1710,158
2024-04-04 14:30:00z,26,1919,161
2024-04-04 14:35:00z,26,963,161
2024-04-04 14:40:00z,27,1311,223
2024-04-04 14:45:00z,623,2280,246
2024-04-04 14:50:00z,2382,2476,220
2024-04-04 14:55:00z,33,2241,214
2024-04-04 15:00:00z,32,2633,176
2024-04-04 15:05:00z,30,1962,190
2024-04-04 15:10:00z,30,1211,215
2024-04-04 15:15:00z,30,945,212
2024-04-04 15:20:00z,64,781,302
2024-04-04 15:25:00z,2992,2076,414
2024-04-04 15:30:00z,49,1406,458
2024-04-04 15:35:00z,32,1195,451
2024-04-04 15:40:00z,30,2057,381
2024-04-04 15:45:00z,30,2166,371
2024-04-04 15:50:00z,34,2205,372
2024-04-04 15:55:00z,2897,1706,293
2024-04-04 16:00:00z,663,1218,448
2024-04-04 16:05:00z,32,1054,857
2024-04-04 16:10:00z,30,556,657
2024-04-04 16:15:00z,30,367,463
2024-04-04 16:20:00z,30,1122,463
2024-04-04 16:25:00z,30,2013,434
2024-04-04 16:30:00z,30,1760,378
2024-04-04 16:35:00z,2373,849,501
2024-04-04 16:40:00z,1907,574,1620
2024-04-04 16:45:00z,33,823,2534
2024-04-04 16:50:00z,31,785,2572
2024-04-04 16:55:00z,30,493,2134
2024-04-04 17:00:00z,30,274,458
2024-04-04 17:05:00z,30,241,409
2024-04-04 17:10:00z,1839,175,290
2024-04-04 17:15:00z,1903,232,279
2024-04-04 17:20:00z,32,145,1523
2024-04-04 17:25:00z,30,256,2339
2024-04-04 17:30:00z,30,377,2342
2024-04-04 17:35:00z,30,420,2390
2024-04-04 17:40:00z,677,295,740
2024-04-04 17:45:00z,2530,185,277
2024-04-04 17:50:00z,33,103,193
2024-04-04 17:55:00z,31,48,208
2024-04-04 18:00:00z,29,30,209
2024-04-04 18:05:00z,29,29,208
2024-04-04 18:10:00z,681,20,201
2024-04-04 18:15:00z,3148,23,224
2024-04-04 18:20:00z,48,1,300
2024-04-04 18:25:00z,31,0,302
2024-04-04 18:30:00z,29,0,248
2024-04-04 18:35:00z,30,0,217
2024-04-04 18:40:00z,598,0,189
2024-04-04 18:45:00z,3166,2,186
2024-04-04 18:50:00z,48,0,220
2024-04-04 18:55:00z,31,0,251
2024-04-04 19:00:00z,29,0,252
2024-04-04 19:05:00z,29,0,240
2024-04-04 19:10:00z,29,0,226
2024-04-04 19:15:00z,1941,2,142
2024-04-04 19:20:00z,1321,0,317
2024-04-04 19:25:00z,32,0,158
2024-04-04 19:30:00z,29,0,157
2024-04-04 19:35:00z,29,0,155
2024-04-04 19:40:00z,29,0,214
2024-04-04 19:45:00z,1936,1,204
2024-04-04 19:50:00z,1322,0,210
2024-04-04 19:55:00z,31,0,183
2024-04-04 20:00:00z,30,0,156
2024-04-04 20:05:00z,29,0,155
2024-04-04 20:10:00z,29,0,158
2024-04-04 20:15:00z,29,0,157
2024-04-04 20:20:00z,29,0,264
2024-04-04 20:25:00z,29,0,232
2024-04-04 20:30:00z,29,0,221
2024-04-04 20:35:00z,29,0,213
2024-04-04 20:40:00z,29,0,156
2024-04-04 20:45:00z,29,0,148
2024-04-04 20:50:00z,28,0,181
2024-04-04 20:55:00z,27,0,181
2024-04-04 21:00:00z,27,0,181
2024-04-04 21:05:00z,27,0,254
2024-04-04 21:10:00z,27,0,250
2024-04-04 21:15:00z,27,0,248
2024-04-04 21:20:00z,27,0,176
2024-04-04 21:25:00z,27,0,174
2024-04-04 21:30:00z,28,0,174
2024-04-04 21:35:00z,28,0,174
2024-04-04 21:40:00z,28,0,175
2024-04-04 21:45:00z,28,0,199
2024-04-04 21:50:00z,28,0,205
2024-04-04 21:55:00z,28,0,181
2024-04-04 22:00:00z,28,0,134
2024-04-04 22:05:00z,28,0,106
2024-04-04 22:10:00z,28,0,105
2024-04-04 22:15:00z,28,0,104
2024-04-04 22:20:00z,28,0,104
2024-04-04 22:25:00z,28,0,119
2024-04-04 22:30:00z,28,0,177
2024-04-04 22:35:00z,28,0,175
2024-04-04 22:40:00z,28,0,161
2024-04-04 22:45:00z,28,0,104
2024-04-04 22:50:00z,28,0,103
2024-04-04 22:55:00z,28,0,103
2024-04-04 23:00:00z,28,0,103
2024-04-04 23:05:00z,28,0,103
2024-04-04 23:10:00z,28,0,163
2024-04-04 23:15:00z,28,0,176
2024-04-04 23:20:00z,28,0,174
2024-04-04 23:25:00z,28,0,119
2024-04-04 23:30:00z,28,0,104
2024-04-04 23:35:00z,28,0,106
2024-04-04 23:40:00z,28,0,103
2024-04-04 23:45:00z,28,0,103
2024-04-04 23:50:00z,28,0,133
2024-04-04 23:55:00z,28,0,175
2024-04-05 00:00:00z,28,0,176
2024-04-05 00:05:00z,28,0,145
2024-04-05 00:10:00z,28,0,102
2024-04-05 00:15:00z,28,0,102
2024-04-05 00:20:00z,28,0,102
2024-04-05 00:25:00z,28,0,103
2024-04-05 00:30:00z,28,0,128
2024-04-05 00:35:00z,28,0,176
2024-04-05 00:40:00z,28,0,173
2024-04-05 00:45:00z,29,0,159
2024-04-05 00:50:00z,29,0,112
2024-04-05 00:55:00z,29,0,156
2024-04-05 01:00:00z,29,0,158
2024-04-05 01:05:00z,29,0,157
2024-04-05 01:10:00z,29,0,156
2024-04-05 01:15:00z,29,0,217
2024-04-05 01:20:00z,29,0,225
2024-04-05 01:25:00z,29,0,223
2024-04-05 01:30:00z,29,0,166
2024-04-05 01:35:00z,29,0,150
2024-04-05 01:40:00z,29,0,151
2024-04-05 01:45:00z,29,0,102
2024-04-05 01:50:00z,29,0,102
2024-04-05 01:55:00z,29,0,88
2024-04-05 02:00:00z,29,0,175
2024-04-05 02:05:00z,29,0,174
2024-04-05 02:10:00z,29,0,160
2024-04-05 02:15:00z,29,0,104
2024-04-05 02:20:00z,29,0,103
2024-04-05 02:25:00z,29,0,103
2024-04-05 02:30:00z,29,0,104
2024-04-05 02:35:00z,29,0,103
2024-04-05 02:40:00z,29,0,162
2024-04-05 02:45:00z,29,0,175
2024-04-05 02:50:00z,29,0,174
2024-04-05 02:55:00z,29,0,117
2024-04-05 03:00:00z,29,0,109
2024-04-05 03:05:00z,29,0,109
2024-04-05 03:10:00z,29,0,111
2024-04-05 03:15:00z,29,0,109
2024-04-05 03:20:00z,29,0,126
2024-04-05 03:25:00z,29,0,182
2024-04-05 03:30:00z,29,0,180
2024-04-05 03:35:00z,29,0,165
2024-04-05 03:40:00z,29,0,108
2024-04-05 03:45:00z,29,0,109
2024-04-05 03:50:00z,29,0,109
2024-04-05 03:55:00z,29,0,109
2024-04-05 04:00:00z,37,0,112
2024-04-05 04:05:00z,2345,0,145
2024-04-05 04:10:00z,4225,2,138
2024-04-05 04:15:00z,4651,2,138
2024-04-05 04:20:00z,3274,1,108
2024-04-05 04:25:00z,2942,0,117
2024-04-05 04:30:00z,3027,0,116
2024-04-05 04:35:00z,73,0,155
2024-04-05 04:40:00z,63,0,214
2024-04-05 04:45:00z,62,0,231
2024-04-05 04:50:00z,62,2,309
2024-04-05 04:55:00z,62,3,286
2024-04-05 05:00:00z,62,4,323
2024-04-05 05:05:00z,62,3,272
2024-04-05 05:10:00z,2345,4,229
2024-04-05 05:15:00z,3037,11,258
2024-04-05 05:20:00z,3198,44,242
2024-04-05 05:25:00z,53,151,262
2024-04-05 05:30:00z,37,238,312
2024-04-05 05:35:00z,35,211,311
2024-04-05 05:40:00z,35,230,294
2024-04-05 05:45:00z,35,196,187
2024-04-05 05:50:00z,35,170,157
2024-04-05 05:55:00z,63,139,160
2024-04-05 06:00:00z,3089,165,123
2024-04-05 06:05:00z,1333,277,138
2024-04-05 06:10:00z,38,558,202
2024-04-05 06:15:00z,35,1030,234
2024-04-05 06:20:00z,35,1000,229
2024-04-05 06:25:00z,35,999,220
2024-04-05 06:30:00z,35,1081,924
2024-04-05 06:35:00z,2429,1600,1237
2024-04-05 06:40:00z,1958,2007,2630
2024-04-05 06:45:00z,37,1607,2406
2024-04-05 06:50:00z,35,1621,2433
2024-04-05 06:55:00z,35,2786,2403
2024-04-05 07:00:00z,31,3364,2212
2024-04-05 07:05:00z,31,2585,2297
2024-04-05 07:10:00z,31,2643,2295
2024-04-05 07:15:00z,593,3318,1590
2024-04-05 07:20:00z,3100,3963,467
2024-04-05 07:25:00z,683,3368,390
2024-04-05 07:30:00z,33,2754,483
2024-04-05 07:35:00z,31,5026,487
2024-04-05 07:40:00z,31,3286,420
2024-04-05 07:45:00z,31,3291,398
2024-04-05 07:50:00z,31,4125,383
2024-04-05 07:55:00z,31,5129,446
2024-04-05 08:00:00z,54,4570,611
2024-04-05 08:05:00z,3009,3799,301
2024-04-05 08:10:00z,49,3620,437
2024-04-05 08:15:00z,32,3516,335
2024-04-05 08:20:00z,30,3726,347
2024-04-05 08:25:00z,30,3772,677
2024-04-05 08:30:00z,30,4095,416
2024-04-05 08:35:00z,30,4269,315
2024-04-05 08:40:00z,30,5100,311
2024-04-05 08:45:00z,31,6496,275
2024-04-05 08:50:00z,31,7917,250
2024-04-05 08:55:00z,31,8708,258
2024-04-05 09:00:00z,31,8025,189
2024-04-05 09:05:00z,1217,7803,177
2024-04-05 09:10:00z,631,7013,220
2024-04-05 09:15:00z,33,7236,266
2024-04-05 09:20:00z,31,6522,244
2024-04-05 09:25:00z,31,5162,213
2024-04-05 09:30:00z,31,4359,162
2024-04-05 09:35:00z,31,3637,161
2024-04-05 09:40:00z,31,3483,146
2024-04-05 09:45:00z,31,3751,138
2024-04-05 09:50:00z,31,3724,179
2024-04-05 09:55:00z,31,2593,224
2024-04-05 10:00:00z,31,2223,217
2024-04-05 10:05:00z,31,1035,231
2024-04-05 10:10:00z,30,860,152
2024-04-05 10:15:00z,2215,564,1581
2024-04-05 10:20:00z,1193,355,1962
2024-04-05 10:25:00z,34,693,2018
2024-04-05 10:30:00z,31,639,1345
2024-04-05 10:35:00z,37,614,1671
2024-04-05 10:40:00z,3255,666,2460
2024-04-05 10:45:00z,4535,1145,1376
2024-04-05 10:50:00z,2002,1210,239
2024-04-05 10:55:00z,68,1206,322
2024-04-05 11:00:00z,32,794,2375
2024-04-05 11:05:00z,608,908,2290
2024-04-05 11:10:00z,2885,725,1479
2024-04-05 11:15:00z,647,1039,329
2024-04-05 11:20:00z,33,1275,340
2024-04-05 11:25:00z,31,2108,317
2024-04-05 11:30:00z,31,1867,340
2024-04-05 11:35:00z,31,2380,223
2024-04-05 11:40:00z,632,3027,237
2024-04-05 11:45:00z,1222,2765,254
2024-04-05 11:50:00z,34,2717,1494
2024-04-05 11:55:00z,31,3031,2274
2024-04-05 12:00:00z,31,2366,2255
2024-04-05 12:05:00z,31,2659,1521
2024-04-05 12:10:00z,31,2762,372
2024-04-05 12:15:00z,31,3197,341
2024-04-05 12:20:00z,2373,2642,305
2024-04-05 12:25:00z,50,1861,388
2024-04-05 12:30:00z,32,1349,241
2024-04-05 12:35:00z,31,1058,394
2024-04-05 12:40:00z,31,937,360
2024-04-05 12:45:00z,31,1102,511
2024-04-05 12:50:00z,31,1565,262
2024-04-05 12:55:00z,31,1373,184
2024-04-05 13:00:00z,31,1174,379
2024-04-05 13:05:00z,2334,1024,1343
2024-04-05 13:10:00z,638,1210,2264
2024-04-05 13:15:00z,33,1041,1497
2024-04-05 13:20:00z,31,1042,612
2024-04-05 13:25:00z,31,951,586
2024-04-05 13:30:00z,31,584,452
2024-04-05 13:35:00z,31,884,206
2024-04-05 13:40:00z,1773,2042,206
2024-04-05 13:45:00z,636,2992,302
2024-04-05 13:50:00z,33,2166,250
2024-04-05 13:55:00z,31,800,1519
2024-04-05 14:00:00z,31,876,2452
2024-04-05 14:05:00z,31,820,2453
2024-04-05 14:10:00z,31,1209,4144
2024-04-05 14:15:00z,31,2937,270
2024-04-05 14:20:00z,31,1950,284
2024-04-05 14:25:00z,31,9946,247
2024-04-05 14:30:00z,31,6103,225
2024-04-05 14:35:00z,31,8842,870
2024-04-05 14:40:00z,31,9901,2371
2024-04-05 14:45:00z,28,4299,2605
2024-04-05 14:50:00z,28,2910,2442
2024-04-05 14:55:00z,28,6858,1044
